country,year,mean_temp_c
Greece,1959,13.040496826171875
Greece,1960,14.284379959106445
Greece,1961,14.335978507995605
Greece,1962,14.446847915649414
Greece,1963,14.326460838317871
Greece,1964,13.30237102508545
Greece,1965,13.212851524353027
Greece,1966,14.181511878967285
Greece,1967,13.216684341430664
Greece,1968,13.370216369628906
Greece,1969,13.537775993347168
Greece,1970,13.51624870300293
Greece,1971,13.343696594238281
Greece,1972,13.394899368286133
Greece,1973,13.076979637145996
Greece,1974,13.075901985168457
Greece,1975,13.124382972717285
Greece,1976,12.51980209350586
Greece,1977,13.841949462890625
Greece,1978,13.190838813781738
Greece,1979,13.539224624633789
Greece,1980,12.837244987487793
Greece,1981,13.230399131774902
Greece,1982,13.062582015991211
Greece,1983,12.868589401245117
Greece,1984,13.156352996826172
Greece,1985,13.586771965026855
Greece,1986,13.35270881652832
Greece,1987,13.108175277709961
Greece,1988,13.361340522766113
Greece,1989,13.154815673828125
Greece,1990,13.70642375946045
Greece,1991,12.53551197052002
Greece,1992,12.975196838378906
Greece,1993,13.325946807861328
Greece,1994,14.352648735046387
Greece,1995,13.307676315307617
Greece,1996,13.0814790725708
Greece,1997,13.049099922180176
Greece,1998,13.974579811096191
Greece,1999,14.193313598632812
Greece,2000,13.754940032958984
Greece,2001,14.26465892791748
Greece,2002,13.887077331542969
Greece,2003,13.982149124145508
Greece,2004,13.810707092285156
Greece,2005,13.445484161376953
Greece,2006,13.450377464294434
Greece,2007,14.2750244140625
Greece,2008,14.178133010864258
Greece,2009,14.106793403625488
Greece,2010,14.52387523651123
Greece,2011,13.462861061096191
Greece,2012,14.171296119689941
Greece,2013,14.374884605407715
Greece,2014,14.186867713928223
Greece,2015,13.92040729522705
Greece,2016,14.280055046081543
Greece,2017,13.934941291809082
Greece,2018,14.591617584228516
Greece,2019,14.467923164367676
Greece,2020,14.223000526428223
Greece,2021,14.251899719238281
Greece,2022,14.31253433227539
Greece,2023,14.781848907470703
Greece,2024,15.667914390563965
Hungary,1950,11.16169548034668
Hungary,1951,11.358394622802734
Hungary,1952,10.514836311340332
Hungary,1953,10.410770416259766
Hungary,1954,9.367951393127441
Hungary,1955,9.765531539916992
Hungary,1956,8.902493476867676
Hungary,1957,10.370562553405762
Hungary,1958,10.446090698242188
Hungary,1959,10.395988464355469
Hungary,1960,10.367226600646973
Hungary,1961,10.849316596984863
Hungary,1962,9.520159721374512
Hungary,1963,9.523870468139648
Hungary,1964,9.459656715393066
Hungary,1965,9.194231986999512
Hungary,1966,10.62366008758545
Hungary,1967,10.486226081848145
Hungary,1968,10.339603424072266
Hungary,1969,9.6945219039917
Hungary,1970,9.777260780334473
Hungary,1971,10.153864860534668
Hungary,1972,10.264595985412598
Hungary,1973,9.988078117370605
Hungary,1974,10.601478576660156
Hungary,1975,10.715298652648926
Hungary,1976,9.848867416381836
Hungary,1977,10.348725318908691
Hungary,1978,9.311532974243164
Hungary,1979,10.39299201965332
Hungary,1980,8.944448471069336
Hungary,1981,10.276687622070312
Hungary,1982,10.353837013244629
Hungary,1983,10.831864356994629
Hungary,1984,9.84057331085205
Hungary,1985,9.247758865356445
Hungary,1986,10.029709815979004
Hungary,1987,9.656885147094727
Hungary,1988,10.287489891052246
Hungary,1989,10.79462718963623
Hungary,1990,10.900228500366211
Hungary,1991,9.775421142578125
Hungary,1992,11.106307029724121
Hungary,1993,10.261377334594727
Hungary,1994,11.623605728149414
Hungary,1995,10.503692626953125
Hungary,1996,9.653656959533691
Hungary,1997,10.202469825744629
Hungary,1998,10.625514030456543
Hungary,1999,10.763931274414062
Hungary,2000,11.85715103149414
Hungary,2001,10.734790802001953
Hungary,2002,11.27438735961914
Hungary,2003,10.35255241394043
Hungary,2004,10.079245567321777
Hungary,2005,9.746753692626953
Hungary,2006,10.474724769592285
Hungary,2007,11.616068840026855
Hungary,2008,11.34787368774414
Hungary,2009,11.25328254699707
Hungary,2010,10.157074928283691
Hungary,2011,10.764459609985352
Hungary,2012,11.291082382202148
Hungary,2013,11.076292037963867
Hungary,2014,11.916204452514648
Hungary,2015,11.69287395477295
Hungary,2016,11.054495811462402
Hungary,2017,11.100420951843262
Hungary,2018,12.064996719360352
Hungary,2019,12.153180122375488
Hungary,2020,11.533049583435059
Hungary,2021,10.937600135803223
Hungary,2022,11.91181755065918
Hungary,2023,12.334953308105469
Hungary,2024,13.126922607421875
Ireland,1950,9.072410583496094
Ireland,1951,8.77583122253418
Ireland,1952,8.89017105102539
Ireland,1953,9.553308486938477
Ireland,1954,8.99315071105957
Ireland,1955,9.194687843322754
Ireland,1956,9.03635311126709
Ireland,1957,9.678433418273926
Ireland,1958,9.307547569274902
Ireland,1959,9.91322135925293
Ireland,1960,9.130624771118164
Ireland,1961,9.297429084777832
Ireland,1962,8.547253608703613
Ireland,1963,8.35007095336914
Ireland,1964,9.32966423034668
Ireland,1965,8.621292114257812
Ireland,1966,9.198372840881348
Ireland,1967,9.053380966186523
Ireland,1968,9.142183303833008
Ireland,1969,8.927125930786133
Ireland,1970,9.213801383972168
Ireland,1971,9.641172409057617
Ireland,1972,8.766530990600586
Ireland,1973,9.452720642089844
Ireland,1974,9.053441047668457
Ireland,1975,9.691664695739746
Ireland,1976,9.417248725891113
Ireland,1977,9.14312744140625
Ireland,1978,9.253218650817871
Ireland,1979,8.424426078796387
Ireland,1980,9.057052612304688
Ireland,1981,9.217096328735352
Ireland,1982,9.415756225585938
Ireland,1983,9.727526664733887
Ireland,1984,9.330527305603027
Ireland,1985,8.681082725524902
Ireland,1986,8.325407981872559
Ireland,1987,9.066993713378906
Ireland,1988,9.464165687561035
Ireland,1989,9.918290138244629
Ireland,1990,9.914824485778809
Ireland,1991,9.506829261779785
Ireland,1992,9.346567153930664
Ireland,1993,9.216825485229492
Ireland,1994,9.51866340637207
Ireland,1995,10.126373291015625
Ireland,1996,9.166728973388672
Ireland,1997,10.340682029724121
Ireland,1998,10.111311912536621
Ireland,1999,10.107768058776855
Ireland,2000,9.6856107711792
Ireland,2001,9.606565475463867
Ireland,2002,9.993683815002441
Ireland,2003,10.156472206115723
Ireland,2004,10.011967658996582
Ireland,2005,10.21138858795166
Ireland,2006,10.2765474319458
Ireland,2007,10.379398345947266
Ireland,2008,9.575907707214355
Ireland,2009,9.5599365234375
Ireland,2010,8.609046936035156
Ireland,2011,9.969564437866211
Ireland,2012,9.736837387084961
Ireland,2013,9.595780372619629
Ireland,2014,10.094854354858398
Ireland,2015,9.489130973815918
Ireland,2016,9.798792839050293
Ireland,2017,10.097755432128906
Ireland,2018,9.925910949707031
Ireland,2019,9.965002059936523
Ireland,2020,9.882696151733398
Ireland,2021,10.128477096557617
Ireland,2022,10.353583335876465
Ireland,2023,10.693013191223145
Ireland,2024,10.210712432861328
Italy,1950,12.931405067443848
Italy,1951,12.404623031616211
Italy,1952,12.330259323120117
Italy,1953,12.335094451904297
Italy,1954,11.678095817565918
Italy,1955,12.336233139038086
Italy,1956,11.26481819152832
Italy,1957,12.326181411743164
Italy,1958,12.084589004516602
Italy,1959,12.059460639953613
Italy,1960,11.935481071472168
Italy,1961,12.616135597229004
Italy,1962,11.656147003173828
Italy,1963,11.665353775024414
Italy,1964,12.08887004852295
Italy,1965,11.507912635803223
Italy,1966,12.109487533569336
Italy,1967,12.276668548583984
Italy,1968,11.864455223083496
Italy,1969,11.650678634643555
Italy,1970,11.919524192810059
Italy,1971,11.915365219116211
Italy,1972,11.833128929138184
Italy,1973,11.950302124023438
Italy,1974,11.965558052062988
Italy,1975,12.132692337036133
Italy,1976,11.493915557861328
Italy,1977,12.24998664855957
Italy,1978,11.507025718688965
Italy,1979,11.905250549316406
Italy,1980,11.199463844299316
Italy,1981,11.8234281539917
Italy,1982,12.511161804199219
Italy,1983,12.149550437927246
Italy,1984,11.371039390563965
Italy,1985,12.018182754516602
Italy,1986,12.140355110168457
Italy,1987,12.236297607421875
Italy,1988,12.576828002929688
Italy,1989,12.409846305847168
Italy,1990,12.686507225036621
Italy,1991,11.790849685668945
Italy,1992,12.459227561950684
Italy,1993,12.241861343383789
Italy,1994,13.182913780212402
Italy,1995,11.96530818939209
Italy,1996,11.821629524230957
Italy,1997,12.685718536376953
Italy,1998,12.552621841430664
Italy,1999,12.69162654876709
Italy,2000,13.166061401367188
Italy,2001,12.94981575012207
Italy,2002,13.121578216552734
Italy,2003,13.486638069152832
Italy,2004,12.708752632141113
Italy,2005,12.265769004821777
Italy,2006,13.02275562286377
Italy,2007,13.297233581542969
Italy,2008,12.948854446411133
Italy,2009,13.004355430603027
Italy,2010,12.24222469329834
Italy,2011,13.179391860961914
Italy,2012,13.105950355529785
Italy,2013,12.820890426635742
Italy,2014,13.443201065063477
Italy,2015,13.528603553771973
Italy,2016,13.059439659118652
Italy,2017,13.042344093322754
Italy,2018,13.297656059265137
Italy,2019,13.329588890075684
Italy,2020,13.202853202819824
Italy,2021,12.830015182495117
Italy,2022,13.686392784118652
Italy,2023,13.676156044006348
Italy,2024,13.942054748535156
Latvia,1950,5.675583362579346
Latvia,1951,5.541855335235596
Latvia,1952,4.823997497558594
Latvia,1953,5.843660354614258
Latvia,1954,5.24660062789917
Latvia,1955,5.062202453613281
Latvia,1956,3.8744308948516846
Latvia,1957,6.289713382720947
Latvia,1958,5.143065929412842
Latvia,1959,6.376455307006836
Latvia,1960,5.448287010192871
Latvia,1961,6.771096229553223
Latvia,1962,5.028442859649658
Latvia,1963,4.696993350982666
Latvia,1964,5.424777507781982
Latvia,1965,4.728846549987793
Latvia,1966,5.0790114402771
Latvia,1967,6.076575756072998
Latvia,1968,5.186768531799316
Latvia,1969,4.1131272315979
Latvia,1970,4.829388618469238
Latvia,1971,6.132231712341309
Latvia,1972,6.224297046661377
Latvia,1973,5.972325801849365
Latvia,1974,6.491174697875977
Latvia,1975,7.448196887969971
Latvia,1976,4.273586750030518
Latvia,1977,5.380244255065918
Latvia,1978,4.630692958831787
Latvia,1979,5.133877277374268
Latvia,1980,4.658795356750488
Latvia,1981,5.781264781951904
Latvia,1982,6.051871299743652
Latvia,1983,6.905328750610352
Latvia,1984,6.087417125701904
Latvia,1985,4.269355773925781
Latvia,1986,5.543020248413086
Latvia,1987,3.9400033950805664
Latvia,1988,6.148992538452148
Latvia,1989,7.6161065101623535
Latvia,1990,7.398375511169434
Latvia,1991,6.74560022354126
Latvia,1992,6.961838245391846
Latvia,1993,5.6757493019104
Latvia,1994,6.017071723937988
Latvia,1995,6.525783061981201
Latvia,1996,4.981932163238525
Latvia,1997,6.252414703369141
Latvia,1998,5.992077827453613
Latvia,1999,7.143036365509033
Latvia,2000,7.498895168304443
Latvia,2001,6.573564052581787
Latvia,2002,6.910382270812988
Latvia,2003,6.25978946685791
Latvia,2004,6.220763206481934
Latvia,2005,6.245088577270508
Latvia,2006,7.034914970397949
Latvia,2007,7.205119609832764
Latvia,2008,7.563991069793701
Latvia,2009,6.457289218902588
Latvia,2010,5.753995895385742
Latvia,2011,7.377357006072998
Latvia,2012,6.16428279876709
Latvia,2013,6.918551921844482
Latvia,2014,7.295807361602783
Latvia,2015,7.73943567276001
Latvia,2016,6.988503932952881
Latvia,2017,6.802480220794678
Latvia,2018,7.573112487792969
Latvia,2019,8.095122337341309
Latvia,2020,8.634514808654785
Latvia,2021,6.886676788330078
Latvia,2022,7.279691696166992
Latvia,2023,7.83473539352417
Latvia,2024,8.707356452941895
Lithuania,1950,6.438271999359131
Lithuania,1951,6.434503555297852
Lithuania,1952,5.474462032318115
Lithuania,1953,6.504128456115723
Lithuania,1954,5.8180155754089355
Lithuania,1955,5.855658531188965
Lithuania,1956,4.533191204071045
Lithuania,1957,6.971174240112305
Lithuania,1958,5.907444000244141
Lithuania,1959,6.9715962409973145
Lithuania,1960,6.194044589996338
Lithuania,1961,7.214385032653809
Lithuania,1962,5.557706832885742
Lithuania,1963,5.468475341796875
Lithuania,1964,5.7992682456970215
Lithuania,1965,5.1342973709106445
Lithuania,1966,6.0351762771606445
Lithuania,1967,6.861382484436035
Lithuania,1968,5.770163059234619
Lithuania,1969,4.579081058502197
Lithuania,1970,5.340387344360352
Lithuania,1971,6.744776725769043
Lithuania,1972,6.6290130615234375
Lithuania,1973,6.435435771942139
Lithuania,1974,6.813704013824463
Lithuania,1975,7.920138359069824
Lithuania,1976,4.861840724945068
Lithuania,1977,5.972808837890625
Lithuania,1978,5.321002006530762
Lithuania,1979,5.505302429199219
Lithuania,1980,4.918520927429199
Lithuania,1981,6.302685737609863
Lithuania,1982,6.611134052276611
Lithuania,1983,7.387616157531738
Lithuania,1984,6.455741882324219
Lithuania,1985,4.734220027923584
Lithuania,1986,5.874649524688721
Lithuania,1987,4.389196872711182
Lithuania,1988,6.4672160148620605
Lithuania,1989,7.987185001373291
Lithuania,1990,7.881442546844482
Lithuania,1991,7.036856651306152
Lithuania,1992,7.405064105987549
Lithuania,1993,6.177755832672119
Lithuania,1994,6.766777515411377
Lithuania,1995,6.857420444488525
Lithuania,1996,5.3082990646362305
Lithuania,1997,6.602165699005127
Lithuania,1998,6.516861915588379
Lithuania,1999,7.600803852081299
Lithuania,2000,7.995085716247559
Lithuania,2001,7.052983283996582
Lithuania,2002,7.670219421386719
Lithuania,2003,6.776888370513916
Lithuania,2004,6.673075199127197
Lithuania,2005,6.8276286125183105
Lithuania,2006,7.415245056152344
Lithuania,2007,7.790309429168701
Lithuania,2008,8.08480453491211
Lithuania,2009,6.995216369628906
Lithuania,2010,6.196131229400635
Lithuania,2011,7.571052074432373
Lithuania,2012,6.638594627380371
Lithuania,2013,7.231837272644043
Lithuania,2014,7.749857425689697
Lithuania,2015,8.170575141906738
Lithuania,2016,7.4357709884643555
Lithuania,2017,7.335903167724609
Lithuania,2018,8.093228340148926
Lithuania,2019,8.626784324645996
Lithuania,2020,8.949528694152832
Lithuania,2021,7.13662576675415
Lithuania,2022,7.733443260192871
Lithuania,2023,8.531399726867676
Lithuania,2024,9.35933780670166
Luxembourg,1950,8.765520095825195
Luxembourg,1951,8.764431953430176
Luxembourg,1952,8.182014465332031
Luxembourg,1953,8.892123222351074
Luxembourg,1954,7.951876640319824
Luxembourg,1955,7.916027545928955
Luxembourg,1956,7.216850757598877
Luxembourg,1957,8.748581886291504
Luxembourg,1958,8.452171325683594
Luxembourg,1959,9.667088508605957
Luxembourg,1960,8.656003952026367
Luxembourg,1961,9.228363037109375
Luxembourg,1962,7.3450822830200195
Luxembourg,1963,7.201349258422852
Luxembourg,1964,8.524828910827637
Luxembourg,1965,7.801855564117432
Luxembourg,1966,8.84647274017334
Luxembourg,1967,8.789205551147461
Luxembourg,1968,8.111413955688477
Luxembourg,1969,8.304773330688477
Luxembourg,1970,8.242663383483887
Luxembourg,1971,8.540733337402344
Luxembourg,1972,8.001392364501953
Luxembourg,1973,8.43845272064209
Luxembourg,1974,8.775753021240234
Luxembourg,1975,8.92108154296875
Luxembourg,1976,9.126482009887695
Luxembourg,1977,8.636479377746582
Luxembourg,1978,7.718212127685547
Luxembourg,1979,7.791958808898926
Luxembourg,1980,7.753421783447266
Luxembourg,1981,8.386499404907227
Luxembourg,1982,9.023541450500488
Luxembourg,1983,9.0470552444458
Luxembourg,1984,8.263818740844727
Luxembourg,1985,7.4885406494140625
Luxembourg,1986,8.034719467163086
Luxembourg,1987,7.794335842132568
Luxembourg,1988,9.18842887878418
Luxembourg,1989,9.616903305053711
Luxembourg,1990,9.585403442382812
Luxembourg,1991,8.723048210144043
Luxembourg,1992,9.411283493041992
Luxembourg,1993,8.842910766601562
Luxembourg,1994,10.050760269165039
Luxembourg,1995,9.588465690612793
Luxembourg,1996,7.835054397583008
Luxembourg,1997,9.435218811035156
Luxembourg,1998,9.095061302185059
Luxembourg,1999,9.707856178283691
Luxembourg,2000,10.097493171691895
Luxembourg,2001,9.826732635498047
Luxembourg,2002,10.580911636352539
Luxembourg,2003,10.529081344604492
Luxembourg,2004,9.752711296081543
Luxembourg,2005,9.76923942565918
Luxembourg,2006,10.106184005737305
Luxembourg,2007,10.47186279296875
Luxembourg,2008,9.809507369995117
Luxembourg,2009,9.903286933898926
Luxembourg,2010,8.700671195983887
Luxembourg,2011,10.569472312927246
Luxembourg,2012,9.205464363098145
Luxembourg,2013,8.673718452453613
Luxembourg,2014,10.27306842803955
Luxembourg,2015,9.913225173950195
Luxembourg,2016,9.263408660888672
Luxembourg,2017,9.475568771362305
Luxembourg,2018,10.181520462036133
Luxembourg,2019,9.772965431213379
Luxembourg,2020,10.400177001953125
Luxembourg,2021,8.961006164550781
Luxembourg,2022,10.207261085510254
Luxembourg,2023,10.159849166870117
Luxembourg,2024,10.49291706085205
Netherlands,1950,9.551071166992188
Netherlands,1951,9.593308448791504
Netherlands,1952,8.945306777954102
Netherlands,1953,9.7933349609375
Netherlands,1954,9.014906883239746
Netherlands,1955,8.854533195495605
Netherlands,1956,8.160326957702637
Netherlands,1957,9.859230995178223
Netherlands,1958,9.383316993713379
Netherlands,1959,10.184487342834473
Netherlands,1960,9.639284133911133
Netherlands,1961,9.873424530029297
Netherlands,1962,8.103225708007812
Netherlands,1963,7.811254024505615
Netherlands,1964,9.088544845581055
Netherlands,1965,8.683308601379395
Netherlands,1966,9.410542488098145
Netherlands,1967,9.886127471923828
Netherlands,1968,9.111541748046875
Netherlands,1969,9.175777435302734
Netherlands,1970,9.077131271362305
Netherlands,1971,9.565363883972168
Netherlands,1972,8.920074462890625
Netherlands,1973,9.431411743164062
Netherlands,1974,9.713717460632324
Netherlands,1975,9.810429573059082
Netherlands,1976,9.783196449279785
Netherlands,1977,9.634498596191406
Netherlands,1978,8.929532051086426
Netherlands,1979,8.42031478881836
Netherlands,1980,9.058395385742188
Netherlands,1981,9.267849922180176
Netherlands,1982,9.986963272094727
Netherlands,1983,10.044645309448242
Netherlands,1984,9.301674842834473
Netherlands,1985,8.415438652038574
Netherlands,1986,8.877846717834473
Netherlands,1987,8.697266578674316
Netherlands,1988,10.217766761779785
Netherlands,1989,10.564184188842773
Netherlands,1990,10.616973876953125
Netherlands,1991,9.357854843139648
Netherlands,1992,10.352923393249512
Netherlands,1993,9.473095893859863
Netherlands,1994,10.506863594055176
Netherlands,1995,10.24869155883789
Netherlands,1996,8.35146427154541
Netherlands,1997,10.060164451599121
Netherlands,1998,10.1836519241333
Netherlands,1999,10.75048828125
Netherlands,2000,10.731371879577637
Netherlands,2001,10.239198684692383
Netherlands,2002,10.621298789978027
Netherlands,2003,10.312759399414062
Netherlands,2004,10.242598533630371
Netherlands,2005,10.477506637573242
Netherlands,2006,10.990509986877441
Netherlands,2007,11.010329246520996
Netherlands,2008,10.396814346313477
Netherlands,2009,10.339357376098633
Netherlands,2010,8.909052848815918
Netherlands,2011,10.725141525268555
Netherlands,2012,10.117088317871094
Netherlands,2013,9.654827117919922
Netherlands,2014,11.524868965148926
Netherlands,2015,10.725128173828125
Netherlands,2016,10.55987548828125
Netherlands,2017,10.817896842956543
Netherlands,2018,11.27016830444336
Netherlands,2019,11.08725357055664
Netherlands,2020,11.52545166015625
Netherlands,2021,10.323904037475586
Netherlands,2022,11.496917724609375
Netherlands,2023,11.634031295776367
Netherlands,2024,11.670092582702637
Norway,1950,1.3859233856201172
Norway,1951,0.808975875377655
Norway,1952,0.09552977234125137
Norway,1953,2.378403663635254
Norway,1954,1.2980482578277588
Norway,1955,0.07688857614994049
Norway,1956,0.2985953390598297
Norway,1957,1.2965993881225586
Norway,1958,0.39534762501716614
Norway,1959,2.192614793777466
Norway,1960,1.2006580829620361
Norway,1961,1.8529284000396729
Norway,1962,0.12994009256362915
Norway,1963,1.0103387832641602
Norway,1964,1.3902969360351562
Norway,1965,0.18624652922153473
Norway,1966,-0.3373725712299347
Norway,1967,1.1669282913208008
Norway,1968,0.25194621086120605
Norway,1969,0.7058103084564209
Norway,1970,0.5419622659683228
Norway,1971,0.8863160610198975
Norway,1972,1.884102463722229
Norway,1973,1.0466080904006958
Norway,1974,2.109156847000122
Norway,1975,1.773746132850647
Norway,1976,0.47639939188957214
Norway,1977,0.577014684677124
Norway,1978,0.18944618105888367
Norway,1979,0.19232846796512604
Norway,1980,0.518806517124176
Norway,1981,-0.22207289934158325
Norway,1982,1.2121727466583252
Norway,1983,1.2448958158493042
Norway,1984,1.4066962003707886
Norway,1985,-0.22522825002670288
Norway,1986,0.481986939907074
Norway,1987,0.06643601506948471
Norway,1988,1.1757913827896118
Norway,1989,2.37981915473938
Norway,1990,2.6054470539093018
Norway,1991,1.796014666557312
Norway,1992,1.8836641311645508
Norway,1993,1.0166888236999512
Norway,1994,1.182735800743103
Norway,1995,1.1864911317825317
Norway,1996,0.8773890137672424
Norway,1997,1.873400092124939
Norway,1998,1.1454110145568848
Norway,1999,1.7862827777862549
Norway,2000,2.407034158706665
Norway,2001,1.2980480194091797
Norway,2002,2.091106653213501
Norway,2003,2.259106159210205
Norway,2004,2.234175205230713
Norway,2005,2.34567928314209
Norway,2006,2.720569133758545
Norway,2007,2.2619216442108154
Norway,2008,2.1243503093719482
Norway,2009,1.8553355932235718
Norway,2010,0.1376010775566101
Norway,2011,2.766757011413574
Norway,2012,1.1267800331115723
Norway,2013,1.961194634437561
Norway,2014,2.8540468215942383
Norway,2015,2.4759411811828613
Norway,2016,2.247995615005493
Norway,2017,1.7298355102539062
Norway,2018,2.138369560241699
Norway,2019,1.7527371644973755
Norway,2020,2.8438150882720947
Norway,2021,1.6260429620742798
Norway,2022,2.353095293045044
Norway,2023,1.6639047861099243
Norway,2024,2.857938528060913
Poland,1950,7.993866443634033
Poland,1951,8.40633487701416
Poland,1952,7.130464553833008
Poland,1953,8.250617027282715
Poland,1954,6.955160617828369
Poland,1955,7.1827778816223145
Poland,1956,6.049522399902344
Poland,1957,8.039941787719727
Poland,1958,7.570391654968262
Poland,1959,8.194786071777344
Poland,1960,7.661729335784912
Poland,1961,8.198723793029785
Poland,1962,6.787245750427246
Poland,1963,6.746416091918945
Poland,1964,7.158767223358154
Poland,1965,6.554756164550781
Poland,1966,7.954448223114014
Poland,1967,8.52437973022461
Poland,1968,7.664594650268555
Poland,1969,6.528871536254883
Poland,1970,6.8326802253723145
Poland,1971,7.943603992462158
Poland,1972,7.566439151763916
Poland,1973,7.613323211669922
Poland,1974,8.002429008483887
Poland,1975,8.677814483642578
Poland,1976,6.833802223205566
Poland,1977,7.814469337463379
Poland,1978,6.920071601867676
Poland,1979,7.088158130645752
Poland,1980,6.315640449523926
Poland,1981,7.571430206298828
Poland,1982,8.12962818145752
Poland,1983,8.754875183105469
Poland,1984,7.546482563018799
Poland,1985,6.525113582611084
Poland,1986,7.280840873718262
Poland,1987,6.276506423950195
Poland,1988,8.091887474060059
Poland,1989,9.141416549682617
Poland,1990,8.992656707763672
Poland,1991,7.728175163269043
Poland,1992,8.578208923339844
Poland,1993,7.64611291885376
Poland,1994,8.73814582824707
Poland,1995,8.037233352661133
Poland,1996,6.334392547607422
Poland,1997,7.640610218048096
Poland,1998,8.03713321685791
Poland,1999,8.71123218536377
Poland,2000,9.27013874053955
Poland,2001,8.06126880645752
Poland,2002,8.886150360107422
Poland,2003,8.053618431091309
Poland,2004,8.041228294372559
Poland,2005,8.046010971069336
Poland,2006,8.443214416503906
Poland,2007,9.124024391174316
Poland,2008,9.133830070495605
Poland,2009,8.299671173095703
Poland,2010,7.3018574714660645
Poland,2011,8.684039115905762
Poland,2012,8.252424240112305
Poland,2013,8.284976959228516
Poland,2014,9.37482738494873
Poland,2015,9.598343849182129
Poland,2016,9.00200080871582
Poland,2017,8.845817565917969
Poland,2018,9.690080642700195
Poland,2019,10.08173942565918
Poland,2020,9.788022994995117
Poland,2021,8.497956275939941
Poland,2022,9.371742248535156
Poland,2023,9.968281745910645
Poland,2024,10.807132720947266
Portugal,1950,14.968827247619629
Portugal,1951,14.321026802062988
Portugal,1952,14.571374893188477
Portugal,1953,15.238078117370605
Portugal,1954,14.452942848205566
Portugal,1955,15.611916542053223
Portugal,1956,13.681868553161621
Portugal,1957,14.54769229888916
Portugal,1958,14.547589302062988
Portugal,1959,14.811448097229004
Portugal,1960,14.490311622619629
